channel_name,channel_id,video_id,target_age,title,published_at,duration,duration_sec,thumbnail_path,thumbnail_url,youtube_watch_url,is_short_auto,short_reason,is_short_manual,short_check_note,is_short_final
헨티야 살빼야지,UCu6rbZ120HokurXiqnLUcOA,U6TLfJzzaJw,18-24,야채 안 먹는 초고도 비만의 112kg 탈출기.. 놀라운 근황,2026-02-18T14:31:12Z,PT6M50S,410,thumbnails/헨티야살빼야지/U6TLfJzzaJw.jpg,https://i.ytimg.com/vi/U6TLfJzzaJw/maxresdefault.jpg,https://www.youtube.com/watch?v=U6TLfJzzaJw,False,,,,False
헨티야 살빼야지,UCu6rbZ120HokurXiqnLUcOA,aNMHf1MGU1Q,18-24,초고도비만.. 치킨집 사장님이랑 싸웠습니다,2026-02-06T16:00:36Z,PT8M51S,531,thumbnails/헨티야살빼야지/aNMHf1MGU1Q.jpg,https://i.ytimg.com/vi/aNMHf1MGU1Q/maxresdefault.jpg,https://www.youtube.com/watch?v=aNMHf1MGU1Q,False,,,,False
다이어터윤,UCjf97H7AtbVfrX8-35Z302Q,g0vuzIsTwVU,18-24,"기다려주신 분들께, 영상이 늦어진 이유",2026-03-02T01:05:22Z,PT3M16S,196,thumbnails/다이어터윤/g0vuzIsTwVU.jpg,https://i.ytimg.com/vi/g0vuzIsTwVU/maxresdefault.jpg,https://www.youtube.com/watch?v=g0vuzIsTwVU,False,,,,False
다이어터윤,UCjf97H7AtbVfrX8-35Z302Q,71fTg0TlJOQ,18-24,-23kg 건강한 다이어트 vlog. 유지어터 식단과 운동 루틴. 내 하루를 밝고 건강하게! 🧚🏻🤍,2025-11-23T01:50:35Z,PT17M53S,1073,thumbnails/다이어터윤/71fTg0TlJOQ.jpg,https://i.ytimg.com/vi/71fTg0TlJOQ/maxresdefault.jpg,https://www.youtube.com/watch?v=71fTg0TlJOQ,False,,,,False
유어리아 your ria,UC9KoN-Yb1swVddjsezLegxA,Eoea5szQE24,18-24,탈색하구 머리정병 고쳐떠욤 ㅎ.ㅎ 슬라임 사자마자 이불에 흘림 💥;;; 일주일 브이로그 • 일상 브이로그 • 직장인 브이로그,2026-03-21T06:24:09Z,PT13M44S,824,thumbnails/유어리아yourria/Eoea5szQE24.jpg,https://i.ytimg.com/vi/Eoea5szQE24/maxresdefault.jpg,https://www.youtube.com/watch?v=Eoea5szQE24,False,,,,False
유어리아 your ria,UC9KoN-Yb1swVddjsezLegxA,dgojdBRUEug,18-24,𝐕𝐥𝐨𝐠.  ˗ˏˋ 덤벼 세상아 …. ˎˊ˗  머리 정병옴 ☠️ ; 일주일 브이로그 • 일상 브이로그 • 직장인 브이로그,2026-02-25T15:33:17Z,PT13M19S,799,thumbnails/유어리아yourria/dgojdBRUEug.jpg,https://i.ytimg.com/vi/dgojdBRUEug/maxresdefault.jpg,https://www.youtube.com/watch?v=dgojdBRUEug,False,,,,False
유어리아 your ria,UC9KoN-Yb1swVddjsezLegxA,tqGjtZV76Gw,18-24,𝐕𝐥𝐨𝐠. 일 열심히 하는 🐜 입니담 ᶻ 𝗓 𐰁  일주일 브이로그 • 일상 브이로그 • 직장인 브이로그,2026-02-11T13:42:19Z,PT13M38S,818,thumbnails/유어리아yourria/tqGjtZV76Gw.jpg,https://i.ytimg.com/vi/tqGjtZV76Gw/maxresdefault.jpg,https://www.youtube.com/watch?v=tqGjtZV76Gw,False,,,,False
유어리아 your ria,UC9KoN-Yb1swVddjsezLegxA,vO5Lomruky4,18-24,𝐕𝐥𝐨𝐠. 레전드 몸무게 찍음 .. ☠️ 그리구 감기 걸려떵 🤒 일주일 브이로그 • 일상 브이로그 • 직장인 브이로그,2026-02-03T14:18:19Z,PT16M45S,1005,thumbnails/유어리아yourria/vO5Lomruky4.jpg,https://i.ytimg.com/vi/vO5Lomruky4/maxresdefault.jpg,https://www.youtube.com/watch?v=vO5Lomruky4,False,,,,False
유어리아 your ria,UC9KoN-Yb1swVddjsezLegxA,qOiykdCIxTk,18-24,𝐕𝐥𝐨𝐠. 나 두쫀쿠 집 딸래미 .두쫀쿠 맨날 먹는다🧆 .  권력 있디 ㅋ   일주일 브이로그 • 일상 브이로그 • 직장인 브이로그,2026-01-22T11:51:11Z,PT16M18S,978,thumbnails/유어리아yourria/qOiykdCIxTk.jpg,https://i.ytimg.com/vi/qOiykdCIxTk/maxresdefault.jpg,https://www.youtube.com/watch?v=qOiykdCIxTk,False,,,,False
닥터로미의 성형노트,UCO_MXYZzB5vNkdcCWUXz5Rg,OqcXFTlgZHo,18-24,성형외과 전문의가 지인 수술을 꺼리는 진짜 이유,2026-03-20T09:00:37Z,PT6M13S,373,thumbnails/닥터로미의성형노트/OqcXFTlgZHo.jpg,https://i.ytimg.com/vi/OqcXFTlgZHo/maxresdefault.jpg,https://www.youtube.com/watch?v=OqcXFTlgZHo,False,,,,False
닥터로미의 성형노트,UCO_MXYZzB5vNkdcCWUXz5Rg,ZdLs0t5-jos,18-24,눈매교정 해도 눈은 더 답답해지는 이유 | 중3 남학생이 '이마거상'을 받아야만 했던 사연,2026-03-10T11:01:03Z,PT9M58S,598,thumbnails/닥터로미의성형노트/ZdLs0t5-jos.jpg,https://i.ytimg.com/vi/ZdLs0t5-jos/maxresdefault.jpg,https://www.youtube.com/watch?v=ZdLs0t5-jos,False,,,,False
에이핏,UCRGZCFuFCwp2D_YKByrqRfw,OmAUBStOprE,25-34,"⭐9년째 41kg 유지하며 알아낸 ""가장 효율적인 마름 공식"" (체지방률 10.5%, 생리함⭕)",2026-03-09T09:00:00Z,PT11M4S,664,thumbnails/에이핏/OmAUBStOprE.jpg,https://i.ytimg.com/vi/OmAUBStOprE/maxresdefault.jpg,https://www.youtube.com/watch?v=OmAUBStOprE,False,,,,False
에이핏,UCRGZCFuFCwp2D_YKByrqRfw,9AEYEHbrpk0,25-34,"❤️‍🔥의지 박약 환영!!❤️‍🔥 딱 10분만 따라하면, 내일 몸무게가 달라집니다. NO반복/NO휴식/NO층간",2026-03-02T09:29:54Z,PT10M36S,636,thumbnails/에이핏/9AEYEHbrpk0.jpg,https://i.ytimg.com/vi/9AEYEHbrpk0/maxresdefault.jpg,https://www.youtube.com/watch?v=9AEYEHbrpk0,False,,,,False
에이핏,UCRGZCFuFCwp2D_YKByrqRfw,nHYv58-zOjs,25-34,⭐️급찐급빠 성공률 200%⭐️ 연휴 동안 많이 먹었니? 칼로리 대폭파 Zone2 HIIT 30분 🔥,2026-02-19T09:30:01Z,PT30M24S,1824,thumbnails/에이핏/nHYv58-zOjs.jpg,https://i.ytimg.com/vi/nHYv58-zOjs/maxresdefault.jpg,https://www.youtube.com/watch?v=nHYv58-zOjs,False,,,,False
에이핏,UCRGZCFuFCwp2D_YKByrqRfw,CfWjgJiFtfM,25-34,"⭐호르몬 잡는 진짜 방법!!⭐ PMS, 질염, 당폭식 이렇게 쉽고 간단하게 해결할 수 있다니..😮",2025-12-29T09:29:52Z,PT22M12S,1332,thumbnails/에이핏/CfWjgJiFtfM.jpg,https://i.ytimg.com/vi/CfWjgJiFtfM/maxresdefault.jpg,https://www.youtube.com/watch?v=CfWjgJiFtfM,False,,,,False
에이핏,UCRGZCFuFCwp2D_YKByrqRfw,uLMJ9WtJPPQ,25-34,🔥부유방/팔뚝살/겨살 소멸루틴🔥여자 덤벨운동 10분 홈트 (상체 기본루틴💪🏻),2025-12-22T09:29:58Z,PT10M34S,634,thumbnails/에이핏/uLMJ9WtJPPQ.jpg,https://i.ytimg.com/vi/uLMJ9WtJPPQ/maxresdefault.jpg,https://www.youtube.com/watch?v=uLMJ9WtJPPQ,False,,,,False
비니BINEE,UC8tr6-Eys0CjF9h-yAte9Gg,cBjQZtelkHI,25-34,"먹으러 떠난 나홀로 4박 5일 도쿄여행 🗼 또또간집 맛집과🍣 쇼핑 동네추천 | 편의점간식추천 | 지유가오카,스지노에카, | 도쿄 인생호텔 발견..✨",2026-02-11T09:01:01Z,PT33M13S,1993,thumbnails/비니BINEE/cBjQZtelkHI.jpg,https://i.ytimg.com/vi/cBjQZtelkHI/maxresdefault.jpg,https://www.youtube.com/watch?v=cBjQZtelkHI,False,,,,False
비니BINEE,UC8tr6-Eys0CjF9h-yAte9Gg,5l97YJIjHGY,25-34,"-10kg 감량한 유지어터는 아침에 뭘먹을까ㅣ건강빵 추천, 연말회고와 30대고민과 계획세우기",2026-01-23T14:00:31Z,PT12M48S,768,thumbnails/비니BINEE/5l97YJIjHGY.jpg,https://i.ytimg.com/vi/5l97YJIjHGY/maxresdefault.jpg,https://www.youtube.com/watch?v=5l97YJIjHGY,False,,,,False
닥터벨 DRBELL,UCdIdgmrsh3h40jvxDDbSu5Q,ldSDGqh_oKM,25-34,“운동 후에 오히려 살이 찐 것 같아요..😥  근육량이 늘은건가요 ? ”  운동 후 체중이 갑자기 늘어난 이유  l 운동 후 살찜현상,2026-03-19T11:19:14Z,PT23M8S,1388,thumbnails/닥터벨DRBELL/ldSDGqh_oKM.jpg,https://i.ytimg.com/vi/ldSDGqh_oKM/maxresdefault.jpg,https://www.youtube.com/watch?v=ldSDGqh_oKM,False,,,,False
제이제이살롱드핏,UCUsfRCHj5U1wAJEJiQpPLPw,kI5_JDK-Pbs,25-34,"(Live) 선생님들, 마운자로 진짜 괜찮을까요? feat. 닥터프렌즈 우창윤쌤",2026-03-18T13:08:51Z,P0D,,thumbnails/제이제이살롱드핏/kI5_JDK-Pbs.jpg,https://i.ytimg.com/vi/kI5_JDK-Pbs/maxresdefault_live.jpg,https://www.youtube.com/watch?v=kI5_JDK-Pbs,False,,,,False
제이제이살롱드핏,UCUsfRCHj5U1wAJEJiQpPLPw,m_5tV5q0iyY,25-34,일주일 30분 공복 웨이트를 했더니 생기는 일💪,2026-03-05T09:01:10Z,PT20M59S,1259,thumbnails/제이제이살롱드핏/m_5tV5q0iyY.jpg,https://i.ytimg.com/vi/m_5tV5q0iyY/maxresdefault.jpg,https://www.youtube.com/watch?v=m_5tV5q0iyY,False,,,,False
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,0D0pmVb-UPA,25-34,단백질 쉐이크 vs 단백질 보충제 vs 단백질 음료,2026-03-02T10:10:45Z,PT3M3S,183,thumbnails/채찍단/0D0pmVb-UPA.jpg,https://i.ytimg.com/vi/0D0pmVb-UPA/maxresdefault.jpg,https://www.youtube.com/watch?v=0D0pmVb-UPA,False,,,,False
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,h_k6nnPCld8,25-34,시중 제품들 압살하는 마프 개꿀템 모아봤습니다.,2026-02-01T09:51:38Z,PT3M58S,238,thumbnails/채찍단/h_k6nnPCld8.jpg,https://i.ytimg.com/vi/h_k6nnPCld8/maxresdefault.jpg,https://www.youtube.com/watch?v=h_k6nnPCld8,False,,,,False
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,VpfT37O5WDg,25-34,프로팝스 설명회 : 371개의 질문 중 10개만 추려봤습니다.,2026-01-10T08:59:46Z,PT5M19S,319,thumbnails/채찍단/VpfT37O5WDg.jpg,https://i.ytimg.com/vi/VpfT37O5WDg/maxresdefault.jpg,https://www.youtube.com/watch?v=VpfT37O5WDg,False,,,,False
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,wSboe6KJ6ME,25-34,"붓기 빨리 빼는법? 중요한 날 써먹으세요❤️ (결혼식, 증명사진, 모임)",2025-12-31T09:42:59Z,PT3M22S,202,thumbnails/채찍단/wSboe6KJ6ME.jpg,https://i.ytimg.com/vi/wSboe6KJ6ME/maxresdefault.jpg,https://www.youtube.com/watch?v=wSboe6KJ6ME,False,,,,False
채찍단,UCV-h8UJ12Ed-pTi4_X9mDEA,ZYfTflhCgv8,25-34,모셔놓고 먹어야 하는 단백질 보충제 모아봤습니다.,2025-12-30T09:08:03Z,PT4M33S,273,thumbnails/채찍단/ZYfTflhCgv8.jpg,https://i.ytimg.com/vi/ZYfTflhCgv8/maxresdefault.jpg,https://www.youtube.com/watch?v=ZYfTflhCgv8,False,,,,False
키다리형,UChWJavW1PbvAkPTcB06EeIg,NOlP2VQ7Bac,25-34,[260323] 189/91/6% 44세 마지막 벌크업 (다이어트 질문주세요),2026-03-23T05:56:56Z,PT3H4M,11040,thumbnails/키다리형/NOlP2VQ7Bac.jpg,https://i.ytimg.com/vi/NOlP2VQ7Bac/maxresdefault.jpg,https://www.youtube.com/watch?v=NOlP2VQ7Bac,False,,,,False
키다리형,UChWJavW1PbvAkPTcB06EeIg,v57IlKMbcXg,25-34,가장 빠른 근성장을 위한 초보자 운동루틴,2026-03-22T03:55:26Z,PT15M3S,903,thumbnails/키다리형/v57IlKMbcXg.jpg,https://i.ytimg.com/vi/v57IlKMbcXg/maxresdefault.jpg,https://www.youtube.com/watch?v=v57IlKMbcXg,False,,,,False
키다리형,UChWJavW1PbvAkPTcB06EeIg,ElwqysShjMQ,25-34,살빼기 위해 헬스장가서 절대 하지 말아야할 운동,2026-03-21T03:06:57Z,PT14M15S,855,thumbnails/키다리형/ElwqysShjMQ.jpg,https://i.ytimg.com/vi/ElwqysShjMQ/maxresdefault.jpg,https://www.youtube.com/watch?v=ElwqysShjMQ,False,,,,False
키다리형,UChWJavW1PbvAkPTcB06EeIg,JKduPqEz8lw,25-34,[260320] 44세 아재의 마지막 벌크업 (189/90/5%) 다이어트 질문주세요,2026-03-20T06:13:43Z,PT2H54M45S,10485,thumbnails/키다리형/JKduPqEz8lw.jpg,https://i.ytimg.com/vi/JKduPqEz8lw/maxresdefault.jpg,https://www.youtube.com/watch?v=JKduPqEz8lw,False,,,,False
FitBurst,UC00-W8j2qHJy83ONqoaM5xQ,MuJxmrRL9Gc,25-34,🔸1 Week Gym Routine | 5-Day Split for Muscle Growth #weeklyworkout #gymtips #fitnesstips,2026-03-19T15:00:41Z,PT7M18S,438,thumbnails/FitBurst/MuJxmrRL9Gc.jpg,https://i.ytimg.com/vi/MuJxmrRL9Gc/hqdefault.jpg,https://www.youtube.com/watch?v=MuJxmrRL9Gc,False,,,,False
고운,UCermBTTTr559dzLc0QMlTSQ,xQSclj3rgtY,25-34,20260323 라이브 | 다이어트 QnA,2026-03-23T11:57:07Z,P0D,,thumbnails/고운/xQSclj3rgtY.jpg,https://i.ytimg.com/vi/xQSclj3rgtY/maxresdefault_live.jpg,https://www.youtube.com/watch?v=xQSclj3rgtY,False,,,,False
고운,UCermBTTTr559dzLc0QMlTSQ,4sgFLmCsKto,25-34,대사 회복을 위해 5년간 매일 하고 있는 것 | Diet QnA,2026-03-21T10:19:30Z,PT11M29S,689,thumbnails/고운/4sgFLmCsKto.jpg,https://i.ytimg.com/vi/4sgFLmCsKto/maxresdefault.jpg,https://www.youtube.com/watch?v=4sgFLmCsKto,False,,,,False
디어다빈_영양사의 다이어트,UC0NazDJj6HZnqXR9x9HiXEg,kaRhhSuSm8k,25-34,폭식 끊고 4주 만에 체중 감량한 다이어트 (디어마이바디 6기 모집),2026-03-11T01:28:47Z,PT4M5S,245,thumbnails/디어다빈_영양사의다이어트/kaRhhSuSm8k.jpg,https://i.ytimg.com/vi/kaRhhSuSm8k/maxresdefault.jpg,https://www.youtube.com/watch?v=kaRhhSuSm8k,False,,,,False
디어다빈_영양사의 다이어트,UC0NazDJj6HZnqXR9x9HiXEg,M2NqC__-2ns,25-34,"이탈리아인들은 절대 이렇게 안먹어요. 혈당, 체중 200% 효과 보는 제대로 된 방법(영양사의 활용법, 고르는 법, 추천제품까지 총정리)",2026-03-07T01:32:46Z,PT11M30S,690,thumbnails/디어다빈_영양사의다이어트/M2NqC__-2ns.jpg,https://i.ytimg.com/vi/M2NqC__-2ns/maxresdefault.jpg,https://www.youtube.com/watch?v=M2NqC__-2ns,False,,,,False
디어다빈_영양사의 다이어트,UC0NazDJj6HZnqXR9x9HiXEg,jiAqy-Ag2CM,25-34,제발 굶지마세요! 요요없이 다이어트 성공하는 7가지 루틴(아침 기상부터 취침 전까지 완벽 정리),2026-02-22T08:45:09Z,PT10M14S,614,thumbnails/디어다빈_영양사의다이어트/jiAqy-Ag2CM.jpg,https://i.ytimg.com/vi/jiAqy-Ag2CM/maxresdefault.jpg,https://www.youtube.com/watch?v=jiAqy-Ag2CM,False,,,,False
쿠크닥스: 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,vLtRoS8VXWg,35-44,"""나의 말투가 ADHD를 말해준다고?"" ADHD인 사람들의 말하는 습관 3가지ㅣ정신과 의사 조성우",2026-03-18T07:29:05Z,PT12M55S,775,thumbnails/쿠크닥스멘탈바사삭클리닉/vLtRoS8VXWg.jpg,https://i.ytimg.com/vi/vLtRoS8VXWg/maxresdefault.jpg,https://www.youtube.com/watch?v=vLtRoS8VXWg,False,,,,False
쿠크닥스: 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,nKoIa8-mjKk,35-44,여러분이 몰랐던 수양대군의 심리! 정신과 의사가 본 단종을 죽인 진짜 이유ㅣ조성우 원장님의 왕과 사는 남자 해석,2026-03-11T10:05:50Z,PT12M8S,728,thumbnails/쿠크닥스멘탈바사삭클리닉/nKoIa8-mjKk.jpg,https://i.ytimg.com/vi/nKoIa8-mjKk/maxresdefault.jpg,https://www.youtube.com/watch?v=nKoIa8-mjKk,False,,,,False
쿠크닥스: 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,M-NSEeyzdrg,35-44,“저 너무 불안한데 공황장애 맞죠?” 아닙니다! 공황장애는 ‘이걸’ 보면 알 수 있습니다.ㅣ정신과 의사 양용준,2026-03-04T10:22:36Z,PT11M17S,677,thumbnails/쿠크닥스멘탈바사삭클리닉/M-NSEeyzdrg.jpg,https://i.ytimg.com/vi/M-NSEeyzdrg/maxresdefault.jpg,https://www.youtube.com/watch?v=M-NSEeyzdrg,False,,,,False
쿠크닥스: 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,BddajebB_qg,35-44,지능이 높을수록 인간관계를 줄이는 이유ㅣ정신과 의사 양용준,2026-02-25T07:19:03Z,PT9M13S,553,thumbnails/쿠크닥스멘탈바사삭클리닉/BddajebB_qg.jpg,https://i.ytimg.com/vi/BddajebB_qg/maxresdefault.jpg,https://www.youtube.com/watch?v=BddajebB_qg,False,,,,False
쿠크닥스: 멘탈 바사삭 클리닉,UCRU0BQP9sA2UAZYMsZdEyuA,x7507DvqE4A,35-44,말 잘하고 똑똑한 아이가 자폐인 걸 알게 되는 과정ㅣ소아 정신과 의사 조성우,2026-02-19T07:20:39Z,PT15M28S,928,thumbnails/쿠크닥스멘탈바사삭클리닉/x7507DvqE4A.jpg,https://i.ytimg.com/vi/x7507DvqE4A/maxresdefault.jpg,https://www.youtube.com/watch?v=x7507DvqE4A,False,,,,False
재활의학과탑팀,UCWW--vYvkR604lbGg92J2_A,NEyPPBqV9bg,35-44,"[낙도행전] 탑팀X널핏: 섬마을 어르신들의 아픈 손가락을 어루만지다 2편, 여수 안도",2026-03-14T14:09:19Z,PT7M16S,436,thumbnails/재활의학과탑팀/NEyPPBqV9bg.jpg,https://i.ytimg.com/vi/NEyPPBqV9bg/maxresdefault.jpg,https://www.youtube.com/watch?v=NEyPPBqV9bg,False,,,,False
SOOD_Edward Park,UCEcL8vvX2V0z2nM8oXQVIeQ,KqzjzpsYMfk,35-44,스케일링 주기  이게 정답입니다!,2026-03-20T12:00:00Z,PT9M,540,thumbnails/SOOD_EdwardPark/KqzjzpsYMfk.jpg,https://i.ytimg.com/vi/KqzjzpsYMfk/maxresdefault.jpg,https://www.youtube.com/watch?v=KqzjzpsYMfk,False,,,,False
SOOD_Edward Park,UCEcL8vvX2V0z2nM8oXQVIeQ,9xbc3qV8gCg,35-44,"""재교정..이런 걸 고려하세요""",2026-03-13T12:00:00Z,PT10M4S,604,thumbnails/SOOD_EdwardPark/9xbc3qV8gCg.jpg,https://i.ytimg.com/vi/9xbc3qV8gCg/maxresdefault.jpg,https://www.youtube.com/watch?v=9xbc3qV8gCg,False,,,,False
두근두근홍닥터,UCryIerultxHgKoG4LgD9DNw,KY-WztTHc78,35-44,심근경색증에 스텐트는 왜 넣어요? 아스피린은 꼭 먹어야 해요? - 부산소방학교 5편,2026-03-13T22:00:22Z,PT8M23S,503,thumbnails/두근두근홍닥터/KY-WztTHc78.jpg,https://i.ytimg.com/vi/KY-WztTHc78/maxresdefault.jpg,https://www.youtube.com/watch?v=KY-WztTHc78,False,,,,False
두근두근홍닥터,UCryIerultxHgKoG4LgD9DNw,EGyintl4uDo,35-44,"당뇨병과 고지혈증이 왜 나쁘니? 포도당 주사, 올리브유는 몸에 좋다는데..부상소방학교 4편",2026-03-07T00:00:14Z,PT9M,540,thumbnails/두근두근홍닥터/EGyintl4uDo.jpg,https://i.ytimg.com/vi/EGyintl4uDo/maxresdefault.jpg,https://www.youtube.com/watch?v=EGyintl4uDo,False,,,,False
두근두근홍닥터,UCryIerultxHgKoG4LgD9DNw,aHvMUExIyeI,35-44,심뇌혈관 질환의 증상! 그리고 위험 인자들? | 부산소방학교 3편,2026-02-27T22:00:02Z,PT10M56S,656,thumbnails/두근두근홍닥터/aHvMUExIyeI.jpg,https://i.ytimg.com/vi/aHvMUExIyeI/hqdefault.jpg,https://www.youtube.com/watch?v=aHvMUExIyeI,False,,,,False
두근두근홍닥터,UCryIerultxHgKoG4LgD9DNw,tRkTym6klnw,35-44,협심증과 심근경색증은 뭐가 다를까? | 부산 소방학교 2탄,2026-02-21T06:19:17Z,PT11M56S,716,thumbnails/두근두근홍닥터/tRkTym6klnw.jpg,https://i.ytimg.com/vi/tRkTym6klnw/maxresdefault.jpg,https://www.youtube.com/watch?v=tRkTym6klnw,False,,,,False
두근두근홍닥터,UCryIerultxHgKoG4LgD9DNw,Tx7e0YVczJg,35-44,부산소방학교 신입생과 함께-심혈관질환 1탄,2026-02-13T02:30:07Z,PT10M19S,619,thumbnails/두근두근홍닥터/Tx7e0YVczJg.jpg,https://i.ytimg.com/vi/Tx7e0YVczJg/maxresdefault.jpg,https://www.youtube.com/watch?v=Tx7e0YVczJg,False,,,,False
에일린 mind yoga,UCKmEDAD5k5KFMcY5wvGIeGQ,JTV9DktTjxQ,45-54,유연함 + 탄탄함 동시에 만드는 요가 | 30분 전신 빈야사 요가,2026-03-23T11:00:35Z,PT31M49S,1909,thumbnails/에일린mindyoga/JTV9DktTjxQ.jpg,https://i.ytimg.com/vi/JTV9DktTjxQ/maxresdefault.jpg,https://www.youtube.com/watch?v=JTV9DktTjxQ,False,,,,False
에일린 mind yoga,UCKmEDAD5k5KFMcY5wvGIeGQ,yAD6oqZSUFE,45-54,"쌓인 피로를 풀어주는 요가 | 피로 회복 스트레칭, 운동 쉬는날 스트레칭",2026-03-16T11:01:45Z,PT23M54S,1434,thumbnails/에일린mindyoga/yAD6oqZSUFE.jpg,https://i.ytimg.com/vi/yAD6oqZSUFE/maxresdefault.jpg,https://www.youtube.com/watch?v=yAD6oqZSUFE,False,,,,False
